Ticker,Name,Market Cap,P/E ttm,EPS ttm,Net Income(a),Beta,Dividend(a),Div Yield,Last,Wtd Alpha,YTD %Chg,1M %Chg,3M %Chg,52W %Chg,Opinion,20D Rel Str,20D His Vol,20D Avg Vol,52W Low,52W High
LPT,Liberty Property Trust,7600895000,18.84,1.33,479610000,0.75,1.64,0.0320,51.21,23.30,0.2228,0.0143,-0.0054,0.1996,0.56,0.4951,0.1252,969525,39.82,53.39
LRCX,Lam Research Corp,32978698000,15.95,14.55,2191430000,1.65,4.60,0.0202,227.70,60.10,0.6722,-0.0010,0.2552,0.5587,0.80,0.5314,0.2478,1635780,122.64,244.98
LSI,Life Storage,5002280000,19.09,4.46,206590000,0.33,4.00,0.0373,107.23,20.00,0.1531,0.0296,0.0747,0.1432,1.00,0.6003,0.1480,339940,88.92,107.90
LSTR,Landstar System,4314519000,17.10,6.42,255280000,1.30,0.74,0.0068,108.87,2.80,0.1380,-0.0226,0.0132,-0.0385,0.64,0.4619,0.2130,315415,90.23,120.23
LSXMA,Liberty Srs XM CS A,13260344000,25.53,1.64,531000000,1.19,0.00,0.0000,41.76,5.10,0.1348,0.0124,0.0667,-0.0318,1.00,0.5608,0.1387,432410,34.92,43.57
LSXMK,Liberty Srs XM CS C,8618742000,25.74,1.09,0,1.19,0.00,0.0000,42.08,5.70,0.1379,0.0103,0.0721,-0.0266,1.00,0.5578,0.1330,566395,34.84,43.66
LULU,Lululemon Athletica,24930536000,44.57,4.30,483800000,0.66,0.00,0.0000,191.37,36.70,0.5736,-0.0579,0.0245,0.2692,0.88,0.5179,0.2098,1525495,110.71,204.44
LUV,Southwest Airlines Company,28504528000,12.28,4.32,2465000000,1.48,0.72,0.0136,53.03,-3.90,0.1409,0.0171,0.0182,-0.1252,0.64,0.4963,0.1770,3981095,44.28,60.86
LVS,Las Vegas Sands,41160620000,17.33,3.17,2413000000,1.60,3.08,0.0576,53.47,-8.80,0.0273,-0.0484,-0.1379,-0.0830,-0.88,0.3957,0.2251,8256590,47.39,69.60
LW,Lamb Weston Holdings Inc,11184044000,23.14,3.28,467800000,0.17,0.80,0.0104,76.57,10.10,0.0409,0.0751,0.1892,0.0349,0.88,0.6448,0.2457,1313505,58.83,83.86
LYB,Lyondellbasell Industries NV,27366130000,8.62,9.76,4690000000,1.32,4.20,0.0515,81.63,-14.20,-0.0184,0.0459,-0.0657,-0.2168,-0.24,0.4679,0.2915,2861335,68.61,103.83
LYFT,Lyft Inc Cl A,11320421000,0.00,-48.62,-911340000,NaN,0.00,0.0000,38.66,-56.90,-0.5062,-0.1312,-0.3534,-0.5062,NaN,0.3062,0.3976,7064515,37.92,88.60
LYV,Live Nation Entertainment,14426803000,0.00,-0.02,-17650000,1.19,0.00,0.0000,67.57,27.60,0.3720,-0.0532,-0.0152,0.3044,0.24,0.4644,0.2317,1360595,46.02,73.71
M,Macy's Inc,4584299000,4.04,3.72,1108000000,0.63,1.51,0.1018,14.84,-57.50,-0.5017,-0.0357,-0.3152,-0.5527,-1.00,0.3883,0.4026,13290971,14.11,38.35
MA,Mastercard Inc,270958000000,38.88,7.00,5859000000,1.06,1.32,0.0049,267.07,29.60,0.4157,-0.0834,-0.0153,0.2824,0.24,0.4515,0.2030,3710660,171.89,293.69
MAA,Mid-America Apartment Communities,15127935000,21.40,2.07,222900000,0.33,3.84,0.0289,132.65,41.80,0.3861,0.0297,0.0860,0.3285,1.00,0.6852,0.0867,522515,91.21,133.76
MAC,Macerich Company,3910215000,7.62,0.76,60020000,0.77,3.00,0.1084,27.68,-47.10,-0.3604,-0.0834,-0.1764,-0.4766,-0.88,0.3264,0.2527,1853320,27.50,53.61
MAN,Manpower Inc,4820112000,9.80,8.35,556700000,1.58,2.18,0.0271,80.55,1.70,0.2431,-0.0273,-0.1491,-0.0242,-0.88,0.4120,0.2012,433765,61.57,97.96
MANH,Manhattan Assoc,5374353000,57.90,1.47,104690000,1.51,0.00,0.0000,83.55,71.30,0.9719,0.0163,0.1944,0.6693,0.80,0.5420,0.2654,496075,39.01,89.53
MAR,Marriot Int Cl A,38755672000,19.51,6.11,1907000000,1.28,1.92,0.0163,117.67,-4.40,0.0839,-0.0909,-0.1672,-0.0241,-0.72,0.3584,0.2271,2018230,100.62,144.24
MAS,Masco Corp,12000845000,16.21,2.61,734000000,1.42,0.48,0.0116,41.46,28.70,0.4179,-0.0069,0.0486,0.1715,0.88,0.5204,0.2343,3282290,27.03,43.59
MASI,Masimo Corp,7626125000,47.52,3.09,193540000,1.19,0.00,0.0000,142.98,19.80,0.3317,-0.0928,-0.0348,0.1965,0.08,0.4220,0.2309,325445,98.23,160.25
MAT,Mattel Inc,3785336000,0.00,-0.47,-530990000,1.68,0.00,0.0000,10.95,-24.90,0.0966,0.1032,-0.0716,-0.2471,-0.80,0.4913,0.3894,3291930,9.06,17.26
MCD,McDonald's Corp,160326000000,27.03,7.84,5924300000,0.49,4.64,0.0220,211.11,25.00,0.1889,-0.0405,-0.0049,0.2583,0.56,0.4791,0.1587,3313585,161.82,221.93
MCHP,Microchip Technology,21254950000,15.92,5.80,355900000,1.41,1.46,0.0164,89.29,24.70,0.2415,-0.0136,0.0155,0.3189,0.72,0.4681,0.2724,1969230,60.70,101.35
MCK,Mckesson Corp,24087446000,9.30,14.00,34000000,1.14,1.64,0.0126,130.27,0.20,0.1792,-0.0928,-0.0727,-0.0425,0.08,0.3706,0.2692,1698495,106.11,150.82
MCO,Moody's Corp,38929792000,27.91,7.46,1309600000,1.24,2.00,0.0097,205.76,31.90,0.4693,-0.0670,0.0414,0.2729,0.40,0.4672,0.2460,1005380,129.26,222.85
MCY,Mercury General Corp,2969795000,21.89,2.46,-5730000,0.25,2.51,0.0468,53.65,4.40,0.0375,-0.0464,-0.1615,0.0717,-0.56,0.4210,0.1451,191115,47.96,65.22
MD,Mednax Inc,1795421000,7.20,3.09,268630000,0.73,0.00,0.0000,21.32,-50.30,-0.3539,0.0211,-0.1403,-0.5406,-0.88,0.4220,0.3019,1132680,19.93,46.84
MDB,Mongodb Inc Cl A,7180290000,0.00,-1.91,-99010000,0.08,0.00,0.0000,127.50,47.20,0.5226,-0.0934,-0.1881,0.7993,-0.72,0.4562,0.6115,1728135,62.30,184.78
MDLA,Medallia Inc,3535602000,0.00,-0.86,-82234000,NaN,0.00,0.0000,27.71,NaN,-0.2521,-0.1891,-0.2521,-0.2521,NaN,0.4106,0.7463,1243465,25.68,44.72
MDLZ,Mondelez Intl Inc,78683704000,22.30,2.47,3381000000,0.80,1.14,0.0209,54.56,29.30,0.3630,-0.0366,-0.0159,0.2712,0.64,0.4868,0.1621,5887020,38.78,56.72
MDSO,Medidata Solutions,5722219000,105.33,0.87,51920000,1.22,0.00,0.0000,91.62,34.80,0.3589,0.0004,0.0098,0.3117,0.72,0.5304,0.0195,799720,60.10,98.60
MDT,Medtronic Inc,140889000000,20.20,5.31,4631000000,0.64,2.16,0.0206,105.01,14.50,0.1545,-0.0339,0.0713,0.0942,0.56,0.4498,0.1796,4680885,81.66,112.05
MDU,Mdu Res Group Inc,5444264000,18.88,1.47,272320000,0.65,0.81,0.0296,27.35,9.30,0.1472,0.0026,0.0511,0.0403,0.72,0.4804,0.1480,1091585,22.73,28.82
MET,Metlife Inc,41044516000,8.04,5.59,5123000000,1.12,1.76,0.0402,43.83,-2.70,0.0675,-0.0519,-0.1328,-0.0823,-0.40,0.3778,0.2121,7187165,37.76,51.16
MFA,MFA Financial Inc,3335187000,10.74,0.69,301800000,0.52,0.80,0.1081,7.40,6.40,0.1078,0.0179,0.0193,0.0207,0.72,0.5278,0.1331,2709900,6.40,7.66
MGM,MGM Resorts International,13739602000,37.33,0.73,445450000,1.48,0.52,0.0197,26.35,-2.30,0.0862,-0.0689,-0.0882,-0.0045,-0.08,0.3570,0.2012,5396930,21.61,31.68
MHK,Mohawk Industries,8825032000,11.44,10.84,861700000,1.32,0.00,0.0000,122.31,-16.40,0.0457,0.0295,-0.1861,-0.2778,-0.40,0.4915,0.2571,701690,108.93,164.77
MIC,Macquarie Infrastructure Company Trust,3306384000,10.71,3.63,136520000,1.40,4.00,0.1044,38.33,-9.10,0.0484,-0.0144,-0.0596,-0.1340,-0.72,0.4524,0.1664,528465,33.71,44.23
MIDD,Middleby Corp,6118800000,17.40,6.43,317150000,1.62,0.00,0.0000,109.91,-10.60,0.0699,-0.0312,-0.1906,-0.1121,-0.64,0.3840,0.2142,233600,96.65,142.98
MKC,Mccormick & Company Inc,22083964000,31.09,5.41,933400000,0.14,2.28,0.0137,166.64,25.30,0.1968,0.0101,0.0435,0.2247,0.88,0.5699,0.2643,811685,119.00,171.10
MKL,Markel Corp,15831195000,22.56,51.85,-128180000,0.77,0.00,0.0000,1145.28,5.40,0.1033,-0.0128,0.0361,-0.0327,0.56,0.4617,0.1468,34330,950.16,1216.47
MKSI,Mks Instruments Inc,4774521000,16.23,5.63,392900000,1.48,0.80,0.0091,87.63,18.10,0.3563,0.0078,0.1378,0.1458,0.56,0.5026,0.3373,434350,56.37,103.86
MKTX,Marketaxess Holdings,13089216000,71.12,4.89,172850000,0.14,2.04,0.0059,346.67,77.90,0.6406,-0.1734,0.0151,0.8632,0.40,0.4912,0.3191,440110,182.99,421.45
MLM,Martin Marietta Materials,16418596000,31.96,8.20,470000000,1.11,2.20,0.0084,262.95,56.90,0.5299,0.0191,0.1483,0.4383,0.80,0.5417,0.1729,511830,150.75,275.99
MMC,Marsh & Mclennan Companies,48226124000,21.36,4.57,1650000000,0.75,1.82,0.0191,95.25,14.70,0.1944,-0.0561,-0.0662,0.1403,0.08,0.3991,0.1759,1502740,74.30,103.36
MMM,3M Company,86717560000,16.47,9.32,5349000000,1.11,5.76,0.0382,150.74,-27.50,-0.2089,-0.0805,-0.1090,-0.2968,-0.88,0.3114,0.1676,2765840,150.58,219.75
MNST,Monster Beverage Cp,30447840000,28.73,1.94,993000000,1.19,0.00,0.0000,55.88,0.30,0.1353,-0.0226,-0.1533,-0.0108,-0.88,0.4220,0.2207,3110655,47.74,66.38
MO,Altria Group,78460032000,10.46,4.03,6963000000,0.40,3.36,0.0800,42.00,-30.70,-0.1496,-0.0422,-0.1443,-0.3351,-0.88,0.4449,0.2779,14594260,39.30,66.04
MOH,Molina Healthcare Inc,6968868000,8.73,12.75,707000000,1.14,0.00,0.0000,111.29,-24.50,-0.0424,-0.0701,-0.2042,-0.2238,-1.00,0.3809,0.2555,676815,105.28,159.00
MORN,Morningstar Inc,6204484000,37.71,3.87,183000000,0.79,1.12,0.0077,145.09,25.60,0.3209,-0.0979,-0.0035,0.2535,0.24,0.3764,0.1893,105670,99.67,162.53
MOS,Mosaic Company,7157833000,10.16,1.89,470000000,1.65,0.20,0.0108,18.55,-46.60,-0.3649,-0.0507,-0.2287,-0.4499,-0.88,0.3835,0.3602,5266055,17.36,37.37
MPC,Marathon Petroleum Corp,39380640000,10.50,5.75,2780000000,1.71,2.12,0.0354,59.82,-16.20,0.0137,0.1401,0.1008,-0.2867,0.56,0.6224,0.3573,7162825,43.96,85.06
MPW,Medical Properties Trust,8827676000,15.36,0.84,1016690000,0.53,1.04,0.0526,19.78,36.00,0.2301,0.0291,0.0762,0.3604,1.00,0.6253,0.1659,3532540,13.98,19.89
MPWR,Monolithic Power Sys,6132431000,61.66,2.42,105270000,1.61,1.60,0.0113,141.81,19.30,0.2199,-0.0910,0.0426,0.2150,0.24,0.3926,0.2989,358575,101.99,163.21
MRK,Merck & Company,213254000000,17.77,4.75,6220000000,0.53,2.20,0.0264,83.29,15.90,0.0900,-0.0379,-0.0089,0.1655,0.08,0.4837,0.1998,8180910,66.10,87.35
MRNA,Moderna Inc,5055087000,0.00,-0.81,-384730000,NaN,0.00,0.0000,15.31,-24.60,0.0026,-0.0359,0.0714,-0.1769,-0.56,0.4710,0.4837,4504995,11.54,29.79
MRO,Marathon Oil Corp,8916826000,12.27,0.93,1096000000,2.26,0.20,0.0180,11.09,-46.30,-0.2266,-0.1092,-0.1797,-0.5153,-1.00,0.3916,0.6223,13936515,11.07,23.21
MRVL,Marvell Tech Group,15307651000,43.79,0.56,-179090000,1.19,0.24,0.0105,22.95,24.20,0.4175,-0.0768,-0.0493,0.2507,0.24,0.3962,0.3828,7684640,14.34,27.64
MS,Morgan Stanley,65813220000,9.12,4.46,8748000000,1.35,1.40,0.0352,39.82,-10.90,0.0043,-0.0560,-0.0844,-0.1531,-0.72,0.3855,0.2136,9606035,36.74,48.67
MSCI,MSCI Inc,18168780000,38.40,5.75,507890000,1.12,2.72,0.0127,214.51,31.60,0.4550,-0.1109,-0.0860,0.2782,-0.24,0.4165,0.3273,575200,134.28,247.57
MSFT,Microsoft Corp,1035900000000,28.87,4.75,39240000000,1.22,1.84,0.0136,135.67,24.30,0.3357,-0.0247,-0.0094,0.2239,0.64,0.4718,0.1737,24365746,93.96,142.37
MSG,The Madison Square Garden Comp,6232171000,578.98,0.46,11430000,0.55,0.00,0.0000,262.33,-11.00,-0.0201,0.0357,-0.0681,-0.0982,-1.00,0.4571,0.1943,188160,240.33,315.95
MSI,Motorola Solutions,28268684000,23.60,7.11,966000000,0.59,2.28,0.0134,170.75,41.00,0.4843,-0.0232,0.0100,0.3826,0.56,0.5136,0.1837,1169875,108.25,182.28
MSM,Msc Industrial Direct Company,3727171000,12.87,5.31,329220000,0.91,3.00,0.0444,67.52,-18.70,-0.1222,-0.0313,-0.0729,-0.2041,-0.80,0.4395,0.2657,429135,64.59,90.25
MTB,M&T Bank Corp,20116884000,10.95,14.07,1918080000,1.10,4.00,0.0266,150.50,-7.90,0.0515,0.0277,-0.1302,-0.1152,-0.80,0.4469,0.2046,595955,133.78,176.11
MTCH,Match Group Inc CS,21236182000,48.73,1.60,477940000,0.19,0.00,0.0000,75.54,44.50,0.7662,-0.0728,0.0685,0.3682,0.40,0.4789,0.4141,2278025,33.30,95.32
MTD,Mettler-Toledo International,16207726000,32.12,21.23,512610000,1.37,0.00,0.0000,658.61,8.60,0.1645,-0.0385,-0.2357,0.1139,-0.72,0.3917,0.2526,172960,500.74,873.51
MTG,Mgic Investment Corp,4437550000,7.06,1.78,670100000,1.52,0.24,0.0192,12.53,0.50,0.1979,-0.0134,-0.0861,-0.0219,-0.64,0.4516,0.2140,3579170,9.41,14.97
MTN,Vail Resorts,9023837000,30.07,7.49,301160000,0.70,7.04,0.0314,224.00,-6.20,0.0625,-0.0758,-0.0006,-0.0841,0.08,0.4262,0.2834,313320,179.60,286.40
MU,Micron Technology,47060640000,7.24,6.10,6313000000,1.97,0.00,0.0000,42.63,4.20,0.3437,-0.1294,0.0551,-0.0101,0.56,0.4193,0.4819,25169445,28.39,51.39
MUR,Murphy Oil Corp,3082769000,19.77,1.02,411090000,2.03,1.00,0.0526,19.00,-47.10,-0.1877,-0.0196,-0.2242,-0.4400,-0.80,0.4054,0.8372,3911515,17.04,36.53
MXIM,Maxim Integrated,15036340000,23.33,2.44,827490000,1.40,1.92,0.0346,55.47,4.30,0.0908,-0.0256,-0.0768,0.0549,-0.08,0.4508,0.2531,1495640,46.64,65.73
MYL,Mylan NV Ord Shs,9481690000,4.28,4.40,352500000,1.80,0.00,0.0000,18.38,-42.30,-0.3292,-0.1043,-0.0462,-0.4795,-0.56,0.4099,0.3145,5264415,16.63,37.56
NATI,Natl Instruments Cor,5136921000,29.55,1.36,155060000,0.90,1.00,0.0257,38.95,-15.00,-0.1417,-0.0882,-0.0744,-0.1455,-0.72,0.3373,0.1885,545580,38.01,51.00
NAVI,Navient Cp,2639156000,4.88,2.40,395000000,2.16,0.64,0.0559,11.45,-9.70,0.2997,-0.1048,-0.1506,-0.1493,-0.48,0.3268,0.2835,2006715,8.23,15.67
NBIX,Neurocrine Bioscienc,7949058000,0.00,-0.04,21110000,1.22,0.00,0.0000,86.80,-15.80,0.2155,-0.1232,0.0304,-0.2269,0.08,0.3731,0.3245,684005,64.72,116.48
NBL,Noble Energy Inc,9306803000,98.60,0.20,-66000000,1.36,0.48,0.0247,19.46,-35.90,0.0373,-0.1431,-0.0881,-0.3911,-0.40,0.3327,0.3336,6836810,17.11,32.73
NCLH,Norwegian Cruise Ord,10169710000,9.25,5.25,954840000,1.71,0.00,0.0000,47.17,-10.30,0.1128,-0.0950,-0.0613,-0.1310,-0.72,0.3494,0.2294,1693355,39.36,59.71
NCR,NCR Corp,3619008000,10.90,2.66,-88000000,1.60,0.00,0.0000,28.41,8.70,0.2309,-0.1309,-0.0746,0.0597,0.08,0.3607,0.2903,1327730,20.93,35.08
NDAQ,Nasdaq Inc,15987912000,20.41,4.85,458000000,0.64,1.88,0.0194,97.08,18.50,0.1901,-0.0689,-0.0373,0.1429,0.48,0.4522,0.2296,682540,75.49,105.26
NDSN,Nordson Corp,7874406000,25.55,5.52,377380000,1.20,1.52,0.0111,136.97,8.10,0.1476,-0.0105,0.0049,0.0136,0.48,0.4504,0.2243,168840,110.16,149.23
NEE,Nextera Energy,110179000000,28.29,8.22,6638000000,0.18,5.00,0.0217,229.97,37.30,0.3230,0.0447,0.0997,0.3269,1.00,0.5926,0.1323,2084635,164.78,233.86
NEM,Newmont Mining Corp,31910272000,32.42,1.18,341000000,-0.10,0.56,0.0144,38.92,22.50,0.1232,0.0067,0.0165,0.2752,0.88,0.5119,0.2009,7298665,29.06,41.23
NEU,Newmarket Corp,5152405000,20.50,22.90,234730000,0.44,7.60,0.0165,460.53,22.30,0.1175,-0.0484,0.1260,0.1616,0.64,0.4965,0.1425,77420,352.89,489.11
NEWR,New Relic Inc,3540571000,0.00,-0.50,-40890000,0.97,0.00,0.0000,60.62,-29.30,-0.2513,0.0671,-0.3389,-0.2951,-0.96,0.4222,0.3559,1228555,50.00,109.00
NFG,National Fuel Gas Company,3738303000,13.01,3.39,391520000,0.74,1.74,0.0402,43.31,-27.70,-0.1538,-0.0785,-0.1920,-0.2534,-1.00,0.3084,0.1843,629085,43.25,61.71
NFLX,Netflix Inc,118531000000,107.63,2.55,1211240000,1.20,0.00,0.0000,270.72,-24.50,0.0114,-0.0670,-0.2803,-0.2245,-1.00,0.4042,0.3389,9096125,231.23,385.99
NI,NiSource Inc,10763594000,21.73,1.35,-50600000,0.23,0.80,0.0277,28.83,14.80,0.1373,-0.0170,-0.0194,0.1509,0.48,0.4366,0.1422,2492585,24.19,30.67
NKE,Nike Inc,143762000000,34.76,2.68,4029000000,0.85,0.88,0.0096,91.75,22.20,0.2375,0.0345,0.0370,0.1436,1.00,0.5897,0.2034,7123015,66.53,94.75
NKTR,Nektar Therapeutics,2835934000,0.00,-2.44,681310000,2.65,0.00,0.0000,16.18,-62.50,-0.5078,-0.0488,-0.5266,-0.6874,-1.00,0.3541,0.7021,5071930,16.12,52.70
NLSN,Nielsen Holdings Plc,7209513000,11.83,1.77,-712000000,0.92,1.40,0.0691,20.27,-25.20,-0.1312,-0.0443,-0.1145,-0.2462,-0.88,0.3984,0.2836,2944165,19.86,28.50
NLY,Annaly Capital Management Inc,12480173000,7.65,0.83,54410000,0.40,1.20,0.1400,8.57,-15.70,-0.1273,0.0313,-0.0654,-0.1582,-1.00,0.4338,0.1691,13949255,8.07,10.51
NNN,National Retail Properties,9276150000,21.20,1.52,292450000,0.10,2.06,0.0363,56.73,26.80,0.1694,0.0148,0.0482,0.2587,1.00,0.5745,0.1556,1021165,42.97,57.80
NOC,Northrop Grumman Corp,62339304000,17.04,21.59,3229000000,0.80,5.28,0.0143,368.44,30.70,0.5045,0.0018,0.1372,0.1550,0.80,0.5256,0.2142,1143360,223.63,383.89
NOV,National-Oilwell,7825971000,0.00,-0.21,-31000000,1.30,0.20,0.0099,20.28,-47.50,-0.2109,-0.0853,-0.0710,-0.5426,-0.64,0.4335,0.3497,4103085,18.05,46.17
NOW,Servicenow Inc,48399376000,1218.86,0.22,-26700000,1.31,0.00,0.0000,258.13,33.10,0.4498,-0.0204,-0.1190,0.4320,-0.40,0.4783,0.3504,1620725,147.63,303.17
NRG,NRG Energy,9866532000,18.45,2.11,268000000,0.79,0.12,0.0031,39.00,6.80,-0.0152,0.0334,0.0921,0.0459,0.40,0.5866,0.1525,2467165,32.63,43.66
NRZ,New Residential Investment Corp,6153866000,6.57,2.27,963970000,1.10,2.00,0.1350,14.81,-14.50,0.0422,0.0207,-0.0383,-0.1680,-0.64,0.4711,0.1961,3690300,13.63,18.11
NSC,Norfolk Southern Corp,43920488000,16.67,10.30,2666000000,1.36,3.76,0.0225,166.74,-6.80,0.1150,-0.0475,-0.1619,-0.0938,-0.72,0.3685,0.2207,1626730,138.65,211.46
NTAP,Netapp Inc,12027692000,14.53,3.58,1169000000,1.55,1.92,0.0380,50.56,-32.80,-0.1528,-0.0274,-0.1633,-0.3688,-0.72,0.4288,0.2451,2611840,44.55,83.95
NTNX,Nutanix Inc,4485330000,0.00,-3.10,-621180000,1.30,0.00,0.0000,23.75,-33.50,-0.4289,-0.0088,-0.0883,-0.4104,-0.48,0.4538,0.3647,2803120,17.74,54.68
NTRS,Northern Trust Corp,18798666000,13.39,6.63,1556400000,1.20,2.80,0.0320,87.48,-11.10,0.0465,-0.0261,-0.0457,-0.1803,-0.40,0.4196,0.2561,982595,75.96,106.40
NUAN,Nuance Communicatns,4190383000,15.78,0.93,-159930000,0.91,0.12,0.0085,14.67,-16.00,0.1088,-0.1559,-0.0883,-0.1491,-0.72,0.3456,0.4183,2672030,12.66,18.16
NUE,Nucor Corp,14748589000,6.89,7.21,2360770000,1.63,1.60,0.0329,48.65,-21.30,-0.0610,-0.0301,-0.1082,-0.2483,-0.88,0.4198,0.2777,2396710,46.10,64.70
NUS,Nu Skin Enterprises,2239060000,11.55,3.59,121890000,0.78,1.48,0.0367,40.31,-41.40,-0.3427,-0.0612,-0.1143,-0.4681,-0.88,0.4247,0.2764,435745,35.03,75.55
NVDA,Nvidia Corp,107933000000,48.13,3.83,4141000000,2.05,0.64,0.0036,177.23,-15.20,0.3276,-0.0079,0.1273,-0.3331,0.88,0.5285,0.3118,7963210,124.46,268.76
NVR,NVR Inc,13502312000,17.71,207.58,797200000,0.61,0.00,0.0000,3693.91,62.00,0.5158,0.0121,0.1049,0.5091,1.00,0.5497,0.2495,68960,2040.71,3794.10
NVT,Nvent Electric Plc,3223313000,11.28,1.74,230800000,1.66,0.70,0.0367,19.06,-28.00,-0.1514,-0.1052,-0.2460,-0.3016,-0.88,0.3196,0.3588,1714505,19.06,28.49
NWL,Newell Rubbermaid Inc,7824432000,11.62,1.60,-6917900000,1.04,0.92,0.0498,18.48,10.40,-0.0059,0.0719,0.2150,-0.0430,0.88,0.5952,0.2673,4736045,13.04,24.57
NWS,News Cp Cl B,7722704000,30.30,0.46,155000000,1.44,0.20,0.0152,13.19,0.20,0.1424,-0.0906,-0.0376,-0.0319,0.24,0.3574,0.2347,548715,10.85,15.01
NWSA,News Cp Cl A,7591017000,29.80,0.46,155000000,1.49,0.20,0.0154,12.97,1.30,0.1427,-0.0808,-0.0241,-0.0263,0.40,0.3731,0.2463,2224075,10.65,14.65
NXST,Nexstar Broadcasting,4371134000,11.93,8.27,389480000,1.48,1.80,0.0190,94.80,17.60,0.2055,-0.0573,-0.1157,0.1775,-0.32,0.4285,0.4481,458205,70.09,119.93
NYCB,New York Community Bancorp,5926151000,16.61,0.77,422420000,1.00,0.68,0.0536,12.68,31.80,0.3475,0.0445,0.2493,0.1862,0.72,0.5947,0.1686,5124675,8.61,13.39
NYT,New York Times Company,4714656000,34.56,0.84,125680000,1.17,0.20,0.0070,28.40,4.20,0.2741,-0.0643,-0.1813,0.1216,-0.88,0.4229,0.2363,1831375,21.34,36.25
O,Realty Income Corp,24796324000,24.02,1.31,363610000,0.06,2.72,0.0350,77.92,36.00,0.2360,0.0259,0.1114,0.3416,1.00,0.6239,0.1649,1667990,55.55,78.46
OC,Owens Corning Inc,6456805000,12.73,4.77,545000000,1.24,0.88,0.0148,59.35,22.90,0.3495,0.0621,0.0431,0.0968,0.88,0.5106,0.2162,2704650,40.64,63.61
ODFL,Old Dominion Freig,12943369000,20.91,7.87,605670000,1.52,0.68,0.0042,161.78,19.90,0.3101,-0.0180,0.0997,0.0732,0.56,0.4481,0.2156,449085,115.00,176.22
OFC,Corporate Office Properties,3227518000,14.56,1.48,72300000,0.86,1.10,0.0382,28.83,8.80,0.3709,-0.0137,0.0453,-0.0079,0.56,0.4787,0.1688,533915,20.03,30.12
OGE,Oge Energy Corp,8721668000,21.86,2.03,425500000,0.48,1.46,0.0335,43.57,16.20,0.1118,0.0107,0.0009,0.1594,0.64,0.4508,0.1260,1201810,35.55,45.77
OHI,Omega Healthcare Investors,9307928000,13.98,1.27,281580000,0.34,2.64,0.0619,42.64,33.70,0.2131,0.0275,0.1230,0.2906,1.00,0.6484,0.1370,1490585,31.83,42.72
OI,Owens-Illinois,1386677000,3.61,2.56,257000000,1.52,0.20,0.0224,8.92,-50.90,-0.4826,-0.1220,-0.4817,-0.5369,-1.00,0.3245,0.4212,2334675,8.91,20.78
OKE,Oneok Inc,28164416000,23.50,3.01,1151700000,1.12,3.56,0.0522,68.20,4.80,0.2641,-0.0505,-0.0197,-0.0029,0.24,0.3760,0.1944,2170810,50.26,77.21
OKTA,Okta Inc Cl A,13448087000,0.00,-1.19,-125500000,1.00,0.00,0.0000,115.19,79.70,0.8055,-0.0500,-0.1145,0.8788,0.16,0.5093,0.5242,3608385,41.88,141.85
OLED,Universal Display,7686919000,67.09,2.46,58840000,1.47,0.40,0.0025,163.18,32.60,0.7439,-0.2739,-0.1323,0.3945,-0.08,0.3620,0.3426,732985,78.78,230.32
OLLI,Ollies Bargain CS,3505026000,29.99,1.84,135010000,0.87,0.00,0.0000,55.12,-34.00,-0.1713,-0.1026,-0.3451,-0.3833,-1.00,0.3149,0.2928,1200960,53.60,103.03
OLN,Olin Corp,2896574000,13.43,1.34,327900000,1.58,0.80,0.0454,17.63,-27.90,-0.1233,0.0328,-0.1735,-0.3001,-0.72,0.4552,0.3600,2522460,15.38,27.32
OMC,Omnicom Group Inc,16307775000,13.14,5.86,1326400000,0.71,2.60,0.0347,74.97,4.10,0.0236,-0.0331,-0.1100,0.0362,-0.40,0.4035,0.1699,1733360,67.59,85.05
OMF,Onemain Holdings Inc,4628523000,6.15,5.69,447000000,2.37,1.00,0.0294,34.01,12.20,0.4002,-0.0875,-0.0047,0.0651,0.08,0.3867,0.2490,521875,22.47,43.28
ON,On Semiconductor,7027401000,9.25,1.95,627400000,2.18,0.00,0.0000,17.12,-8.90,0.0369,-0.0781,-0.1225,0.0018,-0.88,0.3863,0.3258,5252545,14.55,23.54
ORCL,Oracle Corp,177420000000,16.61,3.30,11083000000,1.16,0.96,0.0178,54.05,11.50,0.1971,0.0167,-0.0921,0.0950,0.24,0.5004,0.2454,17098641,42.40,60.50
ORI,Old Republic International Corp,6967559000,12.50,1.86,370600000,0.77,0.80,0.0348,22.98,12.60,0.1172,0.0209,-0.0022,0.0536,0.88,0.4998,0.1433,1491730,19.55,23.82
ORLY,O'Reilly Automotive,29658734000,23.18,16.78,1324490000,0.72,0.00,0.0000,387.63,12.90,0.1258,-0.0303,0.0035,0.1257,0.88,0.4827,0.2206,500635,314.14,414.63
OSK,Oshkosh Truck Corp,4769183000,8.98,7.93,471900000,1.97,1.08,0.0155,69.73,3.40,0.1373,-0.0267,-0.1627,-0.0024,-0.72,0.3986,0.2302,537150,51.42,86.45
OUT,Outfront Media Inc,3926137000,12.33,1.12,107900000,1.07,1.44,0.0526,27.39,49.70,0.5116,0.0059,0.0403,0.4140,0.72,0.5003,0.2850,1090595,16.81,28.42
OXY,Occidental Petroleum Corp,30555092000,8.79,4.80,4131000000,0.84,3.16,0.0774,40.83,-48.20,-0.3348,-0.1018,-0.1718,-0.5006,-1.00,0.3441,0.3446,8380750,40.82,82.81
